fpr,tpr,threshold
1.054685093537589546e-01,8.379199999999999982e-01,5.035170331034639624e-01
1.054685093537589546e-01,8.379600000000000382e-01,5.035077399517454699e-01
1.054890444996611637e-01,8.379600000000000382e-01,5.035068598114961214e-01
1.054890444996611637e-01,8.380199999999999871e-01,5.034954859895842683e-01
1.055095796455633866e-01,8.380199999999999871e-01,5.034883324985828246e-01
1.055095796455633866e-01,8.380400000000000071e-01,5.034878114127951942e-01
1.055301147914655957e-01,8.380400000000000071e-01,5.034850639330573641e-01
1.055301147914655957e-01,8.381600000000000161e-01,5.034743938639260064e-01
1.055506499373678048e-01,8.381600000000000161e-01,5.034742620265278967e-01
1.055506499373678048e-01,8.382199999999999651e-01,5.034649379005224912e-01
1.055711850832700138e-01,8.382199999999999651e-01,5.034625173919271557e-01
1.055711850832700138e-01,8.382800000000000251e-01,5.034225957224631731e-01
1.055917202291722229e-01,8.382800000000000251e-01,5.034131229389119389e-01
1.055917202291722229e-01,8.383000000000000451e-01,5.033996004503991095e-01
1.056122553750744458e-01,8.383000000000000451e-01,5.033960659453724507e-01
1.056122553750744458e-01,8.383599999999999941e-01,5.033923016630290626e-01
1.056327905209766549e-01,8.383599999999999941e-01,5.033912119995163081e-01
1.056327905209766549e-01,8.384599999999999831e-01,5.033614254422029699e-01
1.056533256668788640e-01,8.384599999999999831e-01,5.033525581458314635e-01
1.056533256668788640e-01,8.385399999999999521e-01,5.033128127570702937e-01
1.056738608127810730e-01,8.385399999999999521e-01,5.032962958758258054e-01
1.056738608127810730e-01,8.385599999999999721e-01,5.032962503578262137e-01
1.057354662504877141e-01,8.385599999999999721e-01,5.032720782837791784e-01
1.057354662504877141e-01,8.386200000000000321e-01,5.032625100793811646e-01
1.057560013963899231e-01,8.386200000000000321e-01,5.032585946331892268e-01
1.057560013963899231e-01,8.386400000000000521e-01,5.032560823927264559e-01
1.057765365422921322e-01,8.386400000000000521e-01,5.032452941140056479e-01
1.057765365422921322e-01,8.387799999999999701e-01,5.031929108285437824e-01
1.057970716881943413e-01,8.387799999999999701e-01,5.031876127970804635e-01
1.057970716881943413e-01,8.388200000000000101e-01,5.031728592645290377e-01
1.058176068340965503e-01,8.388200000000000101e-01,5.031723199201186825e-01
1.058176068340965503e-01,8.388999999999999790e-01,5.031339696589680610e-01
1.058381419799987733e-01,8.388999999999999790e-01,5.031321856337804821e-01
1.058381419799987733e-01,8.389400000000000190e-01,5.031115691106291532e-01
1.058586771259009823e-01,8.389400000000000190e-01,5.030963997545083721e-01
1.058586771259009823e-01,8.390400000000000080e-01,5.030632683765652313e-01
1.058792122718031914e-01,8.390400000000000080e-01,5.030609965070585998e-01
1.058792122718031914e-01,8.390999999999999570e-01,5.030396591029849818e-01
1.058997474177054005e-01,8.390999999999999570e-01,5.030389813150295542e-01
1.058997474177054005e-01,8.391199999999999770e-01,5.030341584068177552e-01
1.059202825636076095e-01,8.391199999999999770e-01,5.030326951979514627e-01
1.059202825636076095e-01,8.391800000000000370e-01,5.030229980815258406e-01
1.059818880013142506e-01,8.391800000000000370e-01,5.030152207828002542e-01
1.059818880013142506e-01,8.392199999999999660e-01,5.030117765837376353e-01
1.060024231472164596e-01,8.392199999999999660e-01,5.030076599556803085e-01
1.060024231472164596e-01,8.392800000000000260e-01,5.029943218538468486e-01
1.060229582931186687e-01,8.392800000000000260e-01,5.029892334055002800e-01
1.060229582931186687e-01,8.394000000000000350e-01,5.029350039109701243e-01
1.060434934390208778e-01,8.394000000000000350e-01,5.029334879698392768e-01
1.060434934390208778e-01,8.394599999999999840e-01,5.029013500230483658e-01
1.061050988767275188e-01,8.394599999999999840e-01,5.028924547078947871e-01
1.061050988767275188e-01,8.394800000000000040e-01,5.028904367842127465e-01
1.061256340226297279e-01,8.394800000000000040e-01,5.028856168512223501e-01
1.061256340226297279e-01,8.395000000000000240e-01,5.028834887698929723e-01
1.061872394603363690e-01,8.395000000000000240e-01,5.028696220965862551e-01
1.061872394603363690e-01,8.395399999999999530e-01,5.028660635331381190e-01
1.062077746062385780e-01,8.395399999999999530e-01,5.028655261534209497e-01
1.062077746062385780e-01,8.395599999999999730e-01,5.028621927453721385e-01
1.062283097521407871e-01,8.395599999999999730e-01,5.028581173637919344e-01
1.062283097521407871e-01,8.396200000000000330e-01,5.028336281961133247e-01
1.062693800439452191e-01,8.396200000000000330e-01,5.028253346944006053e-01
1.062693800439452191e-01,8.396799999999999820e-01,5.028158751464035792e-01
1.062899151898474281e-01,8.396799999999999820e-01,5.028155613539700974e-01
1.062899151898474281e-01,8.398400000000000309e-01,5.027874172696201738e-01
1.063309854816518463e-01,8.398400000000000309e-01,5.027798151474375254e-01
1.063309854816518463e-01,8.399199999999999999e-01,5.027663747629900204e-01
1.063515206275540553e-01,8.399199999999999999e-01,5.027644288110134640e-01
1.063515206275540553e-01,8.400199999999999889e-01,5.027468197634958891e-01
1.063720557734562644e-01,8.400199999999999889e-01,5.027415007098960942e-01
1.063720557734562644e-01,8.400400000000000089e-01,5.027392980131035749e-01
1.064541963570651145e-01,8.400400000000000089e-01,5.027272063635714883e-01
1.064541963570651145e-01,8.400600000000000289e-01,5.027238780560802089e-01
1.064747315029673236e-01,8.400600000000000289e-01,5.027220867449181396e-01
1.064747315029673236e-01,8.400999999999999579e-01,5.027122181745370399e-01
1.065363369406739646e-01,8.400999999999999579e-01,5.026997868716088780e-01
1.065363369406739646e-01,8.401800000000000379e-01,5.026951003010547980e-01
1.065568720865761737e-01,8.401800000000000379e-01,5.026845947943858750e-01
1.065568720865761737e-01,8.401999999999999469e-01,5.026770723676901031e-01
1.065774072324783828e-01,8.401999999999999469e-01,5.026745645037620225e-01
1.065774072324783828e-01,8.402199999999999669e-01,5.026695184346251510e-01
1.065979423783805918e-01,8.402199999999999669e-01,5.026678940591310374e-01
1.065979423783805918e-01,8.403599999999999959e-01,5.026429367039175755e-01
1.066184775242828148e-01,8.403599999999999959e-01,5.026406391331880164e-01
1.066184775242828148e-01,8.404000000000000359e-01,5.026285808013617462e-01
1.066390126701850238e-01,8.404000000000000359e-01,5.026227730595035359e-01
1.066390126701850238e-01,8.404199999999999449e-01,5.026223948994310575e-01
1.066595478160872329e-01,8.404199999999999449e-01,5.026200698187720528e-01
1.066595478160872329e-01,8.404399999999999649e-01,5.026195960091993653e-01
1.066800829619894420e-01,8.404399999999999649e-01,5.026103833117842035e-01
1.066800829619894420e-01,8.404800000000000049e-01,5.025977819266677082e-01
1.067622235455982921e-01,8.404800000000000049e-01,5.025790085329647772e-01
1.067622235455982921e-01,8.405599999999999739e-01,5.025687137809171645e-01
1.068648992751093513e-01,8.405599999999999739e-01,5.025125460556019164e-01
1.068648992751093513e-01,8.405799999999999939e-01,5.025037660478948176e-01
1.069059695669137694e-01,8.405799999999999939e-01,5.025007661433301687e-01
1.069059695669137694e-01,8.406200000000000339e-01,5.024904357828047230e-01
1.069265047128159785e-01,8.406200000000000339e-01,5.024904071899427560e-01
1.069265047128159785e-01,8.406400000000000539e-01,5.024869790739271425e-01
1.069470398587182014e-01,8.406400000000000539e-01,5.024838286706566626e-01
1.069470398587182014e-01,8.406799999999999828e-01,5.024762060376692929e-01
1.069675750046204105e-01,8.406799999999999828e-01,5.024751664187552258e-01
1.069675750046204105e-01,8.407000000000000028e-01,5.024736984958948494e-01
1.070086452964248286e-01,8.407000000000000028e-01,5.024683742095770178e-01
1.070086452964248286e-01,8.407599999999999518e-01,5.024553630087689182e-01
1.070291804423270376e-01,8.407599999999999518e-01,5.024540180408897383e-01
1.070291804423270376e-01,8.407799999999999718e-01,5.024463482066043873e-01
1.070497155882292606e-01,8.407799999999999718e-01,5.024419365048472530e-01
1.070497155882292606e-01,8.407999999999999918e-01,5.024333925083046548e-01
1.070702507341314696e-01,8.407999999999999918e-01,5.024321704316467851e-01
1.070702507341314696e-01,8.408400000000000318e-01,5.024228746642666055e-01
1.070907858800336787e-01,8.408400000000000318e-01,5.024126791175773654e-01
1.070907858800336787e-01,8.408600000000000518e-01,5.024089217739509117e-01
1.071318561718380968e-01,8.408600000000000518e-01,5.024061086285737110e-01
1.071318561718380968e-01,8.408799999999999608e-01,5.024056833111733011e-01
1.071523913177403059e-01,8.408799999999999608e-01,5.024029887015025730e-01
1.071523913177403059e-01,8.408999999999999808e-01,5.023992937901865519e-01
1.071729264636425288e-01,8.408999999999999808e-01,5.023965566380181880e-01
1.071729264636425288e-01,8.409400000000000208e-01,5.023776210408867904e-01
1.071934616095447379e-01,8.409400000000000208e-01,5.023748586124655580e-01
1.071934616095447379e-01,8.409799999999999498e-01,5.023687844270566805e-01
1.072139967554469470e-01,8.409799999999999498e-01,5.023666414271991121e-01
1.072139967554469470e-01,8.410199999999999898e-01,5.023603792139688107e-01
1.072756021931535880e-01,8.410199999999999898e-01,5.023263874575268906e-01
1.072756021931535880e-01,8.410999999999999588e-01,5.023109359071630253e-01
1.072961373390557971e-01,8.410999999999999588e-01,5.023065909860660039e-01
1.072961373390557971e-01,8.411800000000000388e-01,5.022924367144832036e-01
1.073372076308602152e-01,8.411800000000000388e-01,5.022913523197387597e-01
1.073372076308602152e-01,8.411999999999999478e-01,5.022854942670818001e-01
1.073577427767624243e-01,8.411999999999999478e-01,5.022848456431242559e-01
1.073577427767624243e-01,8.412199999999999678e-01,5.022845339079579086e-01
1.073988130685668563e-01,8.412199999999999678e-01,5.022738189301908518e-01
1.073988130685668563e-01,8.412399999999999878e-01,5.022735848865954589e-01
1.074604185062734835e-01,8.412399999999999878e-01,5.022619986320681074e-01
1.074604185062734835e-01,8.413000000000000478e-01,5.022447470238206035e-01
1.074809536521756925e-01,8.413000000000000478e-01,5.022446967491346337e-01
1.074809536521756925e-01,8.413199999999999568e-01,5.022432510999912392e-01
1.075425590898823336e-01,8.413199999999999568e-01,5.022114686892623636e-01
1.075425590898823336e-01,8.413399999999999768e-01,5.022109003401087346e-01
1.075630942357845427e-01,8.413399999999999768e-01,5.022038851461503306e-01
1.075630942357845427e-01,8.414199999999999458e-01,5.021999189740647962e-01
1.076452348193933928e-01,8.414199999999999458e-01,5.021845281178761722e-01
1.076452348193933928e-01,8.414599999999999858e-01,5.021841199333666461e-01
1.076657699652956018e-01,8.414599999999999858e-01,5.021833557821084870e-01
1.076657699652956018e-01,8.415000000000000258e-01,5.021808071534159534e-01
1.076863051111978109e-01,8.415000000000000258e-01,5.021779905612951955e-01
1.076863051111978109e-01,8.415200000000000458e-01,5.021779061015134715e-01
1.078300511325133021e-01,8.415200000000000458e-01,5.021522543186973664e-01
1.078300511325133021e-01,8.415399999999999547e-01,5.021513656302851736e-01
1.079327268620243613e-01,8.415399999999999547e-01,5.021201082080929412e-01
1.079327268620243613e-01,8.416599999999999637e-01,5.020873339811593450e-01
1.079737971538287794e-01,8.416599999999999637e-01,5.020752264696729528e-01
1.079737971538287794e-01,8.417000000000000037e-01,5.020626101490045512e-01
1.080148674456331975e-01,8.417000000000000037e-01,5.020411910433971725e-01
1.080148674456331975e-01,8.417200000000000237e-01,5.020340046230535869e-01
1.080354025915354066e-01,8.417200000000000237e-01,5.020337292933166884e-01
1.080354025915354066e-01,8.417400000000000437e-01,5.020334064738783963e-01
1.081380783210464658e-01,8.417400000000000437e-01,5.020138435030266910e-01
1.081380783210464658e-01,8.417999999999999927e-01,5.020097661915513543e-01
1.081586134669486887e-01,8.417999999999999927e-01,5.020054619371214777e-01
1.081586134669486887e-01,8.418799999999999617e-01,5.019776222944395405e-01
1.081791486128508978e-01,8.418799999999999617e-01,5.019513017935050003e-01
1.081791486128508978e-01,8.420800000000000507e-01,5.018972158046129950e-01
1.081996837587531068e-01,8.420800000000000507e-01,5.018924319707434023e-01
1.081996837587531068e-01,8.420999999999999597e-01,5.018924202020091929e-01
1.082818243423619570e-01,8.420999999999999597e-01,5.018777991632625834e-01
1.082818243423619570e-01,8.421199999999999797e-01,5.018738269562167398e-01
1.083023594882641660e-01,8.421199999999999797e-01,5.018737630579712672e-01
1.083023594882641660e-01,8.421999999999999487e-01,5.018513284456262991e-01
1.083434297800685842e-01,8.421999999999999487e-01,5.018479942915076153e-01
1.083434297800685842e-01,8.422600000000000087e-01,5.018380137228559690e-01
1.083639649259707932e-01,8.422600000000000087e-01,5.018374672877173870e-01
1.083639649259707932e-01,8.422800000000000287e-01,5.018363664531417800e-01
1.084050352177752252e-01,8.422800000000000287e-01,5.018325705357958855e-01
1.084050352177752252e-01,8.423000000000000487e-01,5.018313105999148149e-01
1.085282460931884935e-01,8.423000000000000487e-01,5.018178889906595996e-01
1.085282460931884935e-01,8.423599999999999977e-01,5.018018934775758666e-01
1.085487812390907025e-01,8.423599999999999977e-01,5.018003161133551826e-01
1.085487812390907025e-01,8.424199999999999466e-01,5.017935743265701243e-01
1.085693163849929116e-01,8.424199999999999466e-01,5.017935559429009817e-01
1.085693163849929116e-01,8.424599999999999866e-01,5.017851196762149746e-01
1.085898515308951207e-01,8.424599999999999866e-01,5.017775116196920848e-01
1.085898515308951207e-01,8.425000000000000266e-01,5.017663142706207946e-01
1.086103866767973436e-01,8.425000000000000266e-01,5.017633129243854739e-01
1.086103866767973436e-01,8.425399999999999556e-01,5.017549769792931658e-01
1.086719921145039708e-01,8.425399999999999556e-01,5.017364471009914118e-01
1.086719921145039708e-01,8.425799999999999956e-01,5.017278087920676866e-01
1.087130624063084028e-01,8.425799999999999956e-01,5.017201667543443877e-01
1.087130624063084028e-01,8.426000000000000156e-01,5.017192202942992729e-01
1.087335975522106118e-01,8.426000000000000156e-01,5.017188057268491264e-01
1.087335975522106118e-01,8.426200000000000356e-01,5.017186407011203775e-01
1.087541326981128209e-01,8.426200000000000356e-01,5.017176357496064831e-01
1.087541326981128209e-01,8.426599999999999646e-01,5.017118930702507695e-01
1.087952029899172390e-01,8.426599999999999646e-01,5.017044481274639534e-01
1.087952029899172390e-01,8.427400000000000446e-01,5.017004185344352551e-01
1.088362732817216710e-01,8.427400000000000446e-01,5.016888808546098311e-01
1.088362732817216710e-01,8.427999999999999936e-01,5.016659964439619257e-01
1.089594841571349393e-01,8.427999999999999936e-01,5.016506858413326553e-01
1.089594841571349393e-01,8.428400000000000336e-01,5.016471250962161177e-01
1.090210895948415665e-01,8.428400000000000336e-01,5.016111612026271649e-01
1.090210895948415665e-01,8.428600000000000536e-01,5.016102942419223831e-01
1.090826950325482075e-01,8.428600000000000536e-01,5.016053404148174133e-01
1.090826950325482075e-01,8.428999999999999826e-01,5.015950082885175521e-01
1.091648356161570577e-01,8.428999999999999826e-01,5.015726126304682619e-01
1.091648356161570577e-01,8.429200000000000026e-01,5.015694819449042496e-01
1.092059059079614758e-01,8.429200000000000026e-01,5.015572394654950195e-01
1.092059059079614758e-01,8.429400000000000226e-01,5.015571458938222760e-01
1.092675113456681169e-01,8.429400000000000226e-01,5.015520326930160699e-01
1.092675113456681169e-01,8.429600000000000426e-01,5.015517668128807172e-01
1.092880464915703259e-01,8.429600000000000426e-01,5.015365046615689604e-01
1.092880464915703259e-01,8.429799999999999516e-01,5.015311916315268181e-01
1.093085816374725350e-01,8.429799999999999516e-01,5.015206147805444381e-01
1.093085816374725350e-01,8.430400000000000116e-01,5.015131663447087718e-01
1.093291167833747440e-01,8.430400000000000116e-01,5.015116812583970685e-01
1.093291167833747440e-01,8.430600000000000316e-01,5.015054949199420076e-01
1.093701870751791760e-01,8.430600000000000316e-01,5.014904097105163938e-01
1.093701870751791760e-01,8.430999999999999606e-01,5.014817641528021008e-01
1.094112573669835942e-01,8.430999999999999606e-01,5.014750287236666715e-01
1.094112573669835942e-01,8.431400000000000006e-01,5.014626676190286902e-01
1.094728628046902213e-01,8.431400000000000006e-01,5.014412296112340517e-01
1.094728628046902213e-01,8.432800000000000296e-01,5.014080090625806507e-01
1.094933979505924443e-01,8.432800000000000296e-01,5.014051186670683835e-01
1.094933979505924443e-01,8.433000000000000496e-01,5.014026857815271354e-01
1.095139330964946534e-01,8.433000000000000496e-01,5.013900609915540318e-01
1.095139330964946534e-01,8.433399999999999785e-01,5.013879842639508144e-01
1.095344682423968624e-01,8.433399999999999785e-01,5.013827774299877138e-01
1.095344682423968624e-01,8.434199999999999475e-01,5.013703753801980190e-01
1.095550033882990715e-01,8.434199999999999475e-01,5.013541419126423815e-01
1.095550033882990715e-01,8.435200000000000475e-01,5.013368468371461883e-01
1.095755385342012805e-01,8.435200000000000475e-01,5.013361659078950927e-01
1.095755385342012805e-01,8.435599999999999765e-01,5.013305632160182101e-01
1.095960736801035035e-01,8.435599999999999765e-01,5.013296502346230588e-01
1.095960736801035035e-01,8.435799999999999965e-01,5.013277988546201991e-01
1.096371439719079216e-01,8.435799999999999965e-01,5.013132209855364341e-01
1.096371439719079216e-01,8.436599999999999655e-01,5.012826695837199198e-01
1.096987494096145488e-01,8.436599999999999655e-01,5.012685169734975021e-01
1.096987494096145488e-01,8.437999999999999945e-01,5.012473979968029569e-01
1.097192845555167717e-01,8.437999999999999945e-01,5.012469171063100859e-01
1.097192845555167717e-01,8.438200000000000145e-01,5.012440463418038616e-01
1.097398197014189808e-01,8.438200000000000145e-01,5.012424596878968241e-01
1.097398197014189808e-01,8.438400000000000345e-01,5.012422663112892085e-01
1.097603548473211899e-01,8.438400000000000345e-01,5.012389205458938068e-01
1.097603548473211899e-01,8.438600000000000545e-01,5.012335883665154368e-01
1.097808899932233989e-01,8.438600000000000545e-01,5.012318812219600517e-01
1.097808899932233989e-01,8.438799999999999635e-01,5.012286722613444878e-01
1.098630305768322490e-01,8.438799999999999635e-01,5.012114338413948822e-01
1.098630305768322490e-01,8.438999999999999835e-01,5.011835915119378093e-01
1.098835657227344581e-01,8.438999999999999835e-01,5.011831647084541430e-01
1.098835657227344581e-01,8.439400000000000235e-01,5.011634742252110142e-01
1.099041008686366672e-01,8.439400000000000235e-01,5.011546883298804156e-01
1.099041008686366672e-01,8.439600000000000435e-01,5.011457268306274138e-01
1.099862414522455173e-01,8.439600000000000435e-01,5.011234965163924304e-01
1.099862414522455173e-01,8.439799999999999525e-01,5.011138559169817652e-01
1.100273117440499354e-01,8.439799999999999525e-01,5.011076991631430166e-01
1.100273117440499354e-01,8.440600000000000325e-01,5.010905485799104220e-01
1.100478468899521584e-01,8.440600000000000325e-01,5.010893731529381112e-01
1.100478468899521584e-01,8.441400000000000015e-01,5.010760803030326338e-01
1.100683820358543674e-01,8.441400000000000015e-01,5.010747687091194891e-01
1.100683820358543674e-01,8.441600000000000215e-01,5.010694614357564802e-01
1.100889171817565765e-01,8.441600000000000215e-01,5.010652885954377522e-01
1.100889171817565765e-01,8.442399999999999904e-01,5.010377344540373201e-01
1.101505226194632175e-01,8.442399999999999904e-01,5.010297086453924242e-01
1.101505226194632175e-01,8.442800000000000304e-01,5.010096178936422895e-01
1.102121280571698447e-01,8.442800000000000304e-01,5.010008461386294965e-01
1.102121280571698447e-01,8.443000000000000504e-01,5.009953075350827012e-01
1.102326632030720538e-01,8.443000000000000504e-01,5.009944882522503473e-01
1.102326632030720538e-01,8.443199999999999594e-01,5.009915269932189164e-01
1.102531983489742629e-01,8.443199999999999594e-01,5.009855975288293184e-01
1.102531983489742629e-01,8.443399999999999794e-01,5.009846218844298260e-01
1.102942686407786949e-01,8.443399999999999794e-01,5.009781445088478113e-01
1.102942686407786949e-01,8.443599999999999994e-01,5.009759753260509818e-01
1.103148037866809039e-01,8.443599999999999994e-01,5.009725678602101606e-01
1.103148037866809039e-01,8.443800000000000194e-01,5.009631324252480367e-01
1.103558740784853220e-01,8.443800000000000194e-01,5.009600760667685115e-01
1.103558740784853220e-01,8.444000000000000394e-01,5.009522461568809426e-01
1.103764092243875450e-01,8.444000000000000394e-01,5.009513283337330147e-01
1.103764092243875450e-01,8.444399999999999684e-01,5.009491064117187475e-01
1.103969443702897540e-01,8.444399999999999684e-01,5.009396759783797393e-01
1.103969443702897540e-01,8.444599999999999884e-01,5.009388766928591918e-01
1.104174795161919631e-01,8.444599999999999884e-01,5.009371193018145041e-01
1.104174795161919631e-01,8.445399999999999574e-01,5.009154274414154839e-01
1.104380146620941722e-01,8.445399999999999574e-01,5.009137969749014596e-01
1.104380146620941722e-01,8.445599999999999774e-01,5.009122222384119194e-01
1.104790849538986042e-01,8.445599999999999774e-01,5.009002845116679037e-01
1.104790849538986042e-01,8.446000000000000174e-01,5.008971832775541699e-01
1.105817606834096495e-01,8.446000000000000174e-01,5.008706185729561167e-01
1.105817606834096495e-01,8.446200000000000374e-01,5.008703548046901100e-01
1.106228309752140815e-01,8.446200000000000374e-01,5.008642923216933829e-01
1.106228309752140815e-01,8.446799999999999864e-01,5.008484913956008366e-01
1.106639012670184996e-01,8.446799999999999864e-01,5.008404222002378336e-01
1.106639012670184996e-01,8.447200000000000264e-01,5.008287381570444285e-01
1.106844364129207087e-01,8.447200000000000264e-01,5.008287182202229015e-01
1.106844364129207087e-01,8.447400000000000464e-01,5.008284471247496095e-01
1.107460418506273497e-01,8.447400000000000464e-01,5.008222626339241534e-01
1.107460418506273497e-01,8.447799999999999754e-01,5.008161785834794877e-01
1.107665769965295588e-01,8.447799999999999754e-01,5.008072730192719701e-01
1.107665769965295588e-01,8.447999999999999954e-01,5.007977360047913828e-01
1.107871121424317679e-01,8.447999999999999954e-01,5.007970840362152565e-01
1.107871121424317679e-01,8.448400000000000354e-01,5.007945617948236228e-01
1.108076472883339769e-01,8.448400000000000354e-01,5.007870304904510350e-01
1.108076472883339769e-01,8.448799999999999644e-01,5.007588820336057456e-01
1.108487175801384089e-01,8.448799999999999644e-01,5.007543532851538304e-01
1.108487175801384089e-01,8.448999999999999844e-01,5.007538201263069810e-01
1.109308581637472590e-01,8.448999999999999844e-01,5.007433384529559328e-01
1.109308581637472590e-01,8.449600000000000444e-01,5.007137273501521824e-01
1.109513933096494681e-01,8.449600000000000444e-01,5.007112517784907402e-01
1.109513933096494681e-01,8.449999999999999734e-01,5.006985026073417222e-01
1.110129987473560953e-01,8.449999999999999734e-01,5.006856884106360983e-01
1.110129987473560953e-01,8.450600000000000334e-01,5.006715902600510359e-01
1.110335338932583182e-01,8.450600000000000334e-01,5.006642061486570316e-01
1.110335338932583182e-01,8.451800000000000423e-01,5.006446097178307575e-01
1.110951393309649454e-01,8.451800000000000423e-01,5.006296166901537115e-01
1.110951393309649454e-01,8.452399999999999913e-01,5.006226706010441507e-01
1.111156744768671545e-01,8.452399999999999913e-01,5.006208691023591451e-01
1.111156744768671545e-01,8.452600000000000113e-01,5.006198161501732580e-01
1.111362096227693635e-01,8.452600000000000113e-01,5.006194873570962711e-01
1.111362096227693635e-01,8.452800000000000313e-01,5.006143298178387102e-01
1.111567447686715865e-01,8.452800000000000313e-01,5.006093442364176749e-01
1.111567447686715865e-01,8.453000000000000513e-01,5.006060853381090192e-01
1.111772799145737955e-01,8.453000000000000513e-01,5.005996088015981504e-01
1.111772799145737955e-01,8.453199999999999603e-01,5.005913395887093831e-01
1.111978150604760046e-01,8.453199999999999603e-01,5.005892688165165527e-01
1.111978150604760046e-01,8.453399999999999803e-01,5.005850864415963830e-01
1.112183502063782137e-01,8.453399999999999803e-01,5.005782370946977311e-01
1.112183502063782137e-01,8.453800000000000203e-01,5.005746594949191941e-01
1.112388853522804227e-01,8.453800000000000203e-01,5.005739726271372092e-01
1.112388853522804227e-01,8.454000000000000403e-01,5.005708069140200056e-01
1.112594204981826457e-01,8.454000000000000403e-01,5.005571300539012336e-01
1.112594204981826457e-01,8.454399999999999693e-01,5.005500231119451859e-01
1.112799556440848547e-01,8.454399999999999693e-01,5.005430934040955293e-01
1.112799556440848547e-01,8.454599999999999893e-01,5.005430837820183942e-01
1.113210259358892729e-01,8.454599999999999893e-01,5.005258716370621919e-01
1.113210259358892729e-01,8.455399999999999583e-01,5.004963278893105327e-01
1.114031665194981230e-01,8.455399999999999583e-01,5.004714055516352733e-01
1.114031665194981230e-01,8.455599999999999783e-01,5.004617229137363621e-01
1.114237016654003321e-01,8.455599999999999783e-01,5.004612413291970041e-01
1.114237016654003321e-01,8.455799999999999983e-01,5.004604732228560282e-01
1.114442368113025411e-01,8.455799999999999983e-01,5.004602640603101893e-01
1.114442368113025411e-01,8.456599999999999673e-01,5.004451268426135524e-01
1.114647719572047502e-01,8.456599999999999673e-01,5.004438991535996584e-01
1.114647719572047502e-01,8.457200000000000273e-01,5.004335619654785017e-01
1.114853071031069731e-01,8.457200000000000273e-01,5.004327922573248433e-01
1.114853071031069731e-01,8.457599999999999563e-01,5.004270281318982105e-01
1.115058422490091822e-01,8.457599999999999563e-01,5.004252266872241117e-01
1.115058422490091822e-01,8.457999999999999963e-01,5.004100673958136181e-01
1.115263773949113912e-01,8.457999999999999963e-01,5.004095101302368231e-01
1.115263773949113912e-01,8.458200000000000163e-01,5.004077776236477426e-01
1.115469125408136003e-01,8.458200000000000163e-01,5.004069604600906995e-01
1.115469125408136003e-01,8.459200000000000053e-01,5.004020895811253089e-01
1.115674476867158094e-01,8.459200000000000053e-01,5.003962841968091491e-01
1.115674476867158094e-01,8.459400000000000253e-01,5.003944400064568310e-01
1.116290531244224504e-01,8.459400000000000253e-01,5.003903644967854225e-01
1.116290531244224504e-01,8.459600000000000453e-01,5.003682550270552865e-01
1.116495882703246595e-01,8.459600000000000453e-01,5.003554330406251305e-01
1.116495882703246595e-01,8.460400000000000142e-01,5.003509673158995641e-01
1.117317288539335096e-01,8.460400000000000142e-01,5.003424763733395064e-01
1.117317288539335096e-01,8.460600000000000342e-01,5.003257649389627471e-01
1.117522639998357187e-01,8.460600000000000342e-01,5.003216843080215970e-01
1.117522639998357187e-01,8.461199999999999832e-01,5.003153211757929153e-01
1.118138694375423597e-01,8.461199999999999832e-01,5.002981497453767856e-01
1.118138694375423597e-01,8.461400000000000032e-01,5.002957261108965659e-01
1.118344045834445688e-01,8.461400000000000032e-01,5.002950147756244359e-01
1.118344045834445688e-01,8.461800000000000432e-01,5.002849194299594515e-01
1.118549397293467779e-01,8.461800000000000432e-01,5.002841445907623141e-01
1.118549397293467779e-01,8.461999999999999522e-01,5.002832060462463204e-01
1.118754748752489869e-01,8.461999999999999522e-01,5.002788019499340155e-01
1.118754748752489869e-01,8.462199999999999722e-01,5.002780500074429648e-01
1.118960100211511960e-01,8.462199999999999722e-01,5.002734405212448943e-01
1.118960100211511960e-01,8.462399999999999922e-01,5.002708760860768988e-01
1.119165451670534051e-01,8.462399999999999922e-01,5.002688331922019449e-01
1.119165451670534051e-01,8.462800000000000322e-01,5.002664377983119248e-01
1.119781506047600461e-01,8.462800000000000322e-01,5.002542176553498310e-01
1.119781506047600461e-01,8.463000000000000522e-01,5.002540266819727188e-01
1.119986857506622552e-01,8.463000000000000522e-01,5.002495456507147775e-01
1.119986857506622552e-01,8.464199999999999502e-01,5.002247604004891324e-01
1.120602911883688962e-01,8.464199999999999502e-01,5.001931671310623218e-01
1.120602911883688962e-01,8.464399999999999702e-01,5.001842892818397779e-01
1.120808263342711053e-01,8.464399999999999702e-01,5.001815744059484592e-01
1.120808263342711053e-01,8.464599999999999902e-01,5.001777361970151103e-01
1.121218966260755234e-01,8.464599999999999902e-01,5.001672190674522067e-01
1.121218966260755234e-01,8.465000000000000302e-01,5.001657685557902022e-01
1.121424317719777464e-01,8.465000000000000302e-01,5.001641922345668734e-01
1.121424317719777464e-01,8.465200000000000502e-01,5.001579772866645568e-01
1.121629669178799554e-01,8.465200000000000502e-01,5.001528001912391996e-01
1.121629669178799554e-01,8.465399999999999592e-01,5.001517916701964106e-01
1.121835020637821645e-01,8.465399999999999592e-01,5.001468704221520012e-01
1.121835020637821645e-01,8.466599999999999682e-01,5.001319380859116093e-01
1.122861777932932237e-01,8.466599999999999682e-01,5.001082050136517188e-01
1.122861777932932237e-01,8.467000000000000082e-01,5.000999453507192216e-01
